Uniprot Accession,Description,Gene,proteinMW,Peptides.used.for.quantitation,Confidence.score,medianRatio_MG1655.LB_vs_BW25113.Glucose,medianRatio_NCM3722.LB_vs_BW25113.Glucose,medianRatio_MG1655.Glucose_vs_BW25113.Glucose,medianRatio_NCM3722.Glucose_vs_BW25113.Glucose,medianRatio_BW25113.LB_vs_BW25113.Glucose,qvalue_MG1655.LB_vs_BW25113.Glucose,qvalue_NCM3722.LB_vs_BW25113.Glucose,qvalue_MG1655.Glucose_vs_BW25113.Glucose,qvalue_NCM3722.Glucose_vs_BW25113.Glucose,qvalue_BW25113.LB_vs_BW25113.Glucose,Copies/Cell_MG1655.LB,Copies/Cell_MG1655.Glucose,Copies/Cell_NCM3722.LB,Copies/Cell_NCM3722.Glucose,Copies/Cell_BW25113.LB,Copies/Cell_BW25113.Glucose,cv_MG1655.LB,cv_NCM3722.LB,cv_MG1655.Glucose,cv_NCM3722.Glucose,cv_BW25113.LB,cv_BW25113.Glucose,rawInt_A14.07016.1,rawInt_A14.07017.1,rawInt_A14.07018.1,rawInt_A14.07020.1,rawInt_A14.07021.1,rawInt_A14.07022.1,rawInt_A14.07024.1,rawInt_A14.07025.1,rawInt_A14.07026.1,rawInt_A14.07028.1,rawInt_A14.07029.1,rawInt_A14.07030.1,rawInt_A14.07032.1,rawInt_A14.07033.1,rawInt_A14.07034.1,rawInt_A14.07036.1,rawInt_A14.07037.1,rawInt_A14.07038.1,normInt_A14.07016.1,normInt_A14.07017.1,normInt_A14.07018.1,normInt_A14.07020.1,normInt_A14.07021.1,normInt_A14.07022.1,normInt_A14.07024.1,normInt_A14.07025.1,normInt_A14.07026.1,normInt_A14.07028.1,normInt_A14.07029.1,normInt_A14.07030.1,normInt_A14.07032.1,normInt_A14.07033.1,normInt_A14.07034.1,normInt_A14.07036.1,normInt_A14.07037.1,normInt_A14.07038.1,medianNormInt_MG1655.LB,medianNormInt_NCM3722.LB,medianNormInt_MG1655.Glu,medianNormInt_NCM3722.Glu,medianNormInt_BW25113.LB,medianNormInt_BW25113.Glu
P76243,Uncharacterized protein yeaO OS=Escherichia coli (strain K12) GN=yeaO PE=1 SV=2,yeaO,13359.93617,4,211.45,0.18,0.26,0.71,0.45,0.48,0.02,0.00,0.21,0.00,0.06,37,104,55,77,101,137,72.20,19.54,26.29,9.20,41.38,9.87,57561.10,6759.62,37823.45,61777.21,68811.16,88948.56,204031.72,119168.29,105052.68,111556.43,129327.18,126618.37,179673.90,109716.74,69519.92,145667.79,238409.96,217171.39,57561.10,6790.41,46843.01,67284.77,55028.90,81557.35,213019.77,183897.74,123591.79,115658.90,111145.55,132047.44,209218.42,123120.43,96071.31,218748.45,258273.00,263152.68,46843.01,67284.77,183897.74,115658.90,123120.43,258273.00
P0AGF2,Uncharacterized sufE-like protein ygdK OS=Escherichia coli (strain K12) GN=ygdK PE=1 SV=1,ygdK,15912.30672,4,138.78,0.74,0.94,0.98,1.12,0.67,0.03,0.13,0.58,0.38,0.01,149,141,197,190,141,136,9.00,12.17,2.97,7.32,9.27,4.99,258901.05,298497.46,206905.82,307755.41,412817.49,291529.46,334234.84,223040.19,280080.37,379152.18,412450.99,392598.99,203310.79,192802.05,188454.66,231661.51,351299.96,289982.53,258901.05,299857.03,256245.62,335192.37,330133.86,267304.73,348958.62,344190.45,329507.40,393095.45,354466.03,409432.65,236742.01,216355.96,260430.18,347884.70,380568.38,351379.98,258901.05,330133.86,344190.45,393095.45,236742.01,351379.98
P12995,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase OS=Escherichia coli (strain K12) GN=bioA PE=1 SV=2,bioA,47286.45536,4,198.58,0.11,0.12,0.85,0.63,0.05,0.00,0.00,0.31,0.05,0.00,22,119,24,104,9,132,34.64,12.25,19.23,21.77,32.95,8.40,47498.21,76637.73,79849.58,86275.99,98957.71,81396.30,575796.10,268280.07,491722.14,414047.72,445950.55,552507.05,15366.25,27694.84,25975.99,395839.94,630024.61,574516.85,47498.21,76986.79,98890.91,93967.65,79137.37,74632.65,601161.19,414003.59,578498.53,429274.27,383256.01,576197.17,17892.99,31078.21,35896.86,594430.46,682514.87,696158.22,76986.79,79137.37,578498.53,429274.27,31078.21,682514.87
P02929,Protein tonB OS=Escherichia coli (strain K12) GN=tonB PE=1 SV=2,tonB,26059.99904,4,191.75,0.47,0.87,0.87,1.28,0.46,0.01,0.21,0.65,0.05,0.00,91,120,175,209,93,131,20.46,10.79,10.31,19.77,17.22,9.90,173359.24,113930.48,116277.65,245441.71,362452.11,254527.12,248503.53,202557.73,226631.43,379713.37,427486.26,504038.57,100201.52,125726.59,119562.12,177848.80,300084.42,253357.58,173359.24,114449.40,144005.80,267323.30,289856.21,233377.11,259450.66,312582.39,266626.08,393677.28,367387.55,525650.48,116678.06,141086.14,165225.86,267074.48,325085.84,307000.51,144005.80,267323.30,266626.08,393677.28,141086.14,307000.51
P77202,Thiol:disulfide interchange protein DsbG OS=Escherichia coli (strain K12) GN=dsbG PE=1 SV=2,dsbG,27459.24651,4,170.47,0.91,1.72,0.93,1.29,0.93,0.51,0.00,0.50,0.01,0.32,160,116,314,190,169,118,11.04,10.36,7.21,10.49,18.89,1.34,431799.99,454285.54,429635.69,659505.45,1083200.39,941180.03,486103.75,300948.83,374484.35,621278.03,881255.83,601047.89,398179.97,458005.15,253752.88,333353.07,461022.65,422251.89,431799.99,456354.68,532088.76,718301.59,866245.09,862972.37,507517.70,464417.25,440571.27,644125.44,757363.34,626819.32,463654.33,513957.92,350667.41,500594.31,499432.57,511654.49,456354.68,862972.37,464417.25,644125.44,463654.33,500594.31
P27838,Protein CyaY OS=Escherichia coli (strain K12) GN=cyaY PE=1 SV=1,cyaY,12205.80259,4,210.82,1.28,2.06,1.33,2.10,1.02,0.29,0.01,0.15,0.00,0.53,218,161,364,302,181,115,22.92,20.02,5.72,17.18,23.02,14.45,241254.46,290544.85,147449.27,357805.58,358978.99,469543.08,250497.00,151239.30,213233.37,348595.43,462389.20,479778.27,157033.06,244202.50,139920.86,110632.09,204369.10,155988.94,241254.46,291868.20,182610.76,389704.61,287078.72,430526.25,261531.95,233388.98,250863.62,361414.98,397383.61,500349.97,182854.65,274035.80,193360.11,166135.54,221396.04,189016.19,241254.46,389704.61,250863.62,397383.61,193360.11,189016.19
P15078,Carbon starvation protein A OS=Escherichia coli (strain K12) GN=cstA PE=1 SV=3,cstA,75037.56526,4,203.58,2.20,0.52,0.70,1.61,2.21,0.24,0.00,0.06,0.16,0.05,364,83,89,224,381,111,45.58,16.76,11.51,26.98,47.97,10.37,436363.91,1148985.30,946640.17,250095.87,442646.29,287810.23,399007.31,214573.45,313359.48,868571.90,981504.08,500924.29,1605851.70,613858.11,839307.45,348896.89,554594.27,406097.17,436363.91,1154218.59,1172380.71,272392.38,353988.22,263894.55,416584.47,331124.77,368659.42,900513.52,843518.05,522402.67,1869908.49,688850.86,1159859.83,523936.37,600800.08,492079.36,1154218.59,272392.38,368659.42,843518.05,1159859.83,523936.37
P0ACN4,HTH-type transcriptional repressor AllR OS=Escherichia coli (strain K12) GN=allR PE=1 SV=1,allR,29233.2666,4,195.75,0.73,0.70,1.15,1.23,0.64,0.04,0.05,0.47,0.56,0.02,111,125,110,159,101,103,14.98,24.64,14.58,21.40,15.25,6.50,282031.97,242445.11,265460.18,189728.16,337802.69,371805.91,481841.51,288363.80,318509.50,477392.74,556910.38,313308.99,199998.70,274865.15,179008.98,275206.24,358598.14,299435.97,282031.97,243549.37,328763.13,206642.78,270143.84,340910.58,503067.69,444996.34,374718.29,494948.79,478616.41,326742.90,232885.31,308444.40,247376.96,413275.56,388474.61,362834.99,282031.97,270143.84,444996.34,478616.41,247376.96,388474.61
P25536,Maf-like protein yhdE OS=Escherichia coli (strain K12) GN=yhdE PE=1 SV=1,yhdE,21484.15183,4,184.87,0.71,0.98,0.99,0.94,1.07,0.15,0.55,0.90,0.55,0.71,107,107,154,119,168,102,43.07,6.49,17.02,10.99,21.43,7.90,247952.83,95998.01,150521.30,254053.78,303878.49,282894.17,250139.72,217216.51,208966.45,238232.44,272485.92,276271.75,201659.23,251411.45,259618.65,197059.05,235744.27,217469.89,247952.83,96435.25,186415.35,276703.15,243014.36,259386.99,261158.93,335203.48,245843.69,246993.41,234178.13,288117.59,234818.89,282125.45,358773.47,295922.39,255385.21,263514.39,186415.35,259386.99,261158.93,246993.41,282125.45,263514.39
P76108,Putative ABC transporter periplasmic-binding protein ydcS OS=Escherichia coli (strain K12) GN=ydcS PE=3 SV=1,ydcS,42250.08416,4,127.79,0.75,1.04,1.04,1.19,1.84,0.13,0.52,0.63,0.20,0.01,112,111,161,150,285,101,21.61,0.81,117.49,11.73,16.14,5.59,580379.87,380344.58,359142.34,571084.79,768595.19,668028.79,398658.40,2439397.45,523028.18,725383.17,693228.53,676640.16,1020088.49,765383.38,786861.79,420624.03,546291.08,466688.42,580379.87,382076.93,444785.21,621998.06,614652.48,612518.72,416220.18,3764421.59,615329.29,752059.04,595770.09,705652.80,1187825.82,858887.41,1087383.87,631648.59,591805.11,565499.48,444785.21,614652.48,615329.29,705652.80,1087383.87,591805.11
P64429,Uncharacterized protein ypfJ OS=Escherichia coli (strain K12) GN=ypfJ PE=4 SV=1,ypfJ,31422.2905,4,220.84,0.63,0.94,0.78,1.00,0.51,0.01,0.42,0.97,0.93,0.02,88,78,136,118,74,95,3.94,3.58,62.47,3.58,24.72,17.08,195960.84,208012.69,170205.89,286959.57,399171.91,324503.67,250226.88,437393.86,204491.13,322427.85,376113.76,332905.63,213981.30,144770.83,123246.32,269008.53,265793.04,275661.75,195960.84,208960.13,210794.04,312542.55,319221.36,297538.93,261249.93,674976.06,240578.59,334285.09,323237.32,347179.79,249167.12,162456.94,170317.16,403968.50,287937.49,334027.09,208960.13,312542.55,261249.93,334285.09,170317.16,334027.09
P0AFD4,NADH-quinone oxidoreductase subunit H OS=Escherichia coli (strain K12) GN=nuoH PE=1 SV=1,nuoH,36176.95551,4,188.57,1.30,3.31,0.42,1.55,2.86,0.07,0.00,0.20,0.07,0.01,180,41,474,181,411,93,20.50,17.18,57.87,35.36,32.01,5.47,313541.65,291053.18,341866.11,688713.51,1282433.08,869345.90,226065.55,65326.09,74908.64,564522.46,436070.43,286592.67,592139.36,343013.15,539825.53,160526.29,243557.15,197765.73,313541.65,292378.84,423389.21,750113.60,1025573.26,797107.33,236024.24,100809.71,88128.10,585282.70,374764.90,298881.05,689507.27,384917.78,745998.32,241061.37,263849.02,239638.29,313541.65,797107.33,100809.71,374764.90,689507.27,241061.37
P0AA91,Uncharacterized lipoprotein yeaY OS=Escherichia coli (strain K12) GN=yeaY PE=4 SV=1,yeaY,20889.78297,4,231.87,0.85,1.04,0.95,0.97,1.06,0.23,0.79,0.60,0.85,0.54,113,90,143,109,145,89,6.81,11.55,15.35,3.03,5.43,4.19,214479.77,209966.10,192669.57,203017.20,347299.99,286400.71,228994.16,165671.68,160267.36,236946.84,300817.31,235097.90,209135.04,240053.74,192636.52,167801.43,217027.37,209545.21,214479.77,210922.43,238614.52,221116.56,277738.92,262602.15,239081.86,255660.69,188550.45,245660.53,258526.52,245178.31,243523.98,269380.20,266209.20,251986.40,235108.92,253911.82,214479.77,262602.15,239081.86,245660.53,266209.20,251986.40
P0AG40,Riboflavin biosynthesis protein ribF OS=Escherichia coli (strain K12) GN=ribF PE=1 SV=1,ribF,34694.52422,4,227.09,0.89,1.06,0.98,1.08,0.82,0.24,0.42,0.84,0.51,0.61,117,93,146,120,113,89,8.86,4.94,8.85,10.94,22.84,12.35,344576.61,289638.09,270799.30,389327.67,480568.95,437908.02,354690.95,277176.49,311398.33,435016.11,421250.35,390390.72,266434.31,263895.89,318918.64,281442.44,348327.64,272073.22,344576.61,290957.30,335375.45,424036.96,384315.30,401519.91,370315.87,427732.33,366352.18,451013.77,362028.32,407129.69,310245.20,296135.07,440721.60,422640.43,377348.43,329678.77,335375.45,401519.91,370315.87,407129.69,310245.20,377348.43
P0ADT2,UPF0441 protein ygiB OS=Escherichia coli (strain K12) GN=ygiB PE=3 SV=2,ygiB,23446.17182,4,157.85,1.08,1.67,1.31,1.12,1.43,0.36,0.08,0.19,0.38,0.04,138,120,222,121,191,86,11.53,26.84,9.80,3.53,11.95,13.97,238654.44,289886.35,194729.77,343034.94,297539.51,449786.11,281439.12,204673.83,220591.57,241472.92,278084.20,245720.43,237920.97,285691.10,255008.57,131644.83,240837.26,184668.27,238654.44,291206.70,241166.00,373617.14,237945.02,412410.99,293837.14,315847.91,259520.35,250353.06,238989.37,256256.31,277043.29,320592.92,352402.69,197690.25,260902.52,223767.74,241166.00,373617.14,293837.14,250353.06,320592.92,223767.74
P0AEX5,Probable phosphoribulokinase OS=Escherichia coli (strain K12) GN=prkB PE=3 SV=1,prkB,32305.49054,4,249.32,0.70,0.44,1.11,1.15,0.66,0.07,0.00,0.84,0.21,0.07,89,101,58,123,87,85,27.02,3.74,37.99,5.32,19.17,12.74,99612.04,173071.91,125079.49,84559.89,121642.51,107990.44,256525.87,77424.38,210021.57,246357.36,302510.55,225332.74,167396.34,123706.25,105332.48,126475.23,226649.69,182888.52,99612.04,173860.20,154906.57,92098.56,97278.61,99016.94,267826.40,119479.50,247085.01,255417.12,259981.71,234994.44,194922.00,138818.97,145561.58,189927.10,245532.92,221611.16,154906.57,97278.61,247085.01,255417.12,145561.58,221611.16
P31455,Uncharacterized protein YidR OS=Escherichia coli (strain K12) GN=yidR PE=4 SV=4,yidR,46139.8176,4,218.6,0.41,0.38,0.84,0.79,0.40,0.21,0.00,0.34,0.02,0.00,50,74,48,81,51,83,70.37,6.73,8.32,6.62,3.00,5.19,163768.66,173194.21,416153.46,165902.42,199797.52,177613.62,339869.77,266781.15,306555.63,325353.99,367050.37,345355.61,145890.18,145398.26,125232.80,264085.54,404420.54,354231.72,163768.66,173983.06,515391.49,180692.93,159779.87,162854.76,354841.78,411690.49,360654.87,337318.84,315448.12,360163.60,169879.50,163161.02,173062.32,396575.67,438114.68,429232.54,173983.06,162854.76,360654.87,337318.84,169879.50,429232.54
P06616,GTPase Era OS=Escherichia coli (strain K12) GN=era PE=1 SV=2,era,33770.76018,4,229.15,1.45,2.00,1.16,1.27,1.49,0.01,0.00,0.36,0.03,0.01,172,98,245,126,183,80,8.39,4.30,3.76,1.02,2.72,7.74,493399.19,419882.84,352462.34,559286.69,702004.25,654516.22,333995.03,213288.10,300504.84,367810.75,439456.84,369595.36,369998.95,397972.39,328906.91,195393.75,311983.84,247647.00,493399.19,421795.28,436512.27,609148.13,561399.11,600128.99,348708.25,329141.25,353536.27,381336.94,377675.23,385442.68,430839.39,446591.19,454524.64,293421.62,337976.66,300080.84,436512.27,600128.99,348708.25,381336.94,446591.19,300080.84
P0A8I1,Putative Holliday junction resolvase OS=Escherichia coli (strain K12) GN=yqgF PE=1 SV=1,yqgF,15158.94146,4,223.49,0.92,1.01,0.93,0.88,0.76,0.77,0.57,0.74,0.95,0.16,105,76,120,84,91,77,12.21,32.24,36.94,12.80,7.87,16.06,133448.41,112085.57,116059.51,196162.05,142001.04,160255.27,129835.50,47509.60,138082.55,117921.34,148026.00,147910.85,102239.32,90602.07,80471.11,74150.40,134188.92,125632.33,133448.41,112596.09,143735.64,213650.26,113559.51,146938.81,135555.04,73315.72,162450.59,122257.88,127215.57,154252.90,119050.95,101670.58,111205.03,111351.21,145368.82,152232.23,133448.41,146938.81,135555.04,127215.57,111205.03,145368.82
P0A959,Uncharacterized aminotransferase YfbQ OS=Escherichia coli (strain K12) GN=yfbQ PE=1 SV=1,yfbQ,45470.38651,4,315.12,0.48,0.66,1.24,1.34,0.64,0.01,0.02,0.78,0.04,0.01,55,101,78,128,76,77,19.14,6.91,36.09,11.38,5.68,13.98,258967.02,185158.03,154692.75,237408.37,366530.88,286925.02,563728.29,175799.70,419281.24,513321.94,704596.69,463531.47,205981.56,239508.14,185044.62,216369.66,366934.82,354617.64,258967.02,186001.37,191581.56,258573.76,293118.04,263082.90,588561.76,271290.02,493273.67,532199.29,605540.05,483406.54,239851.95,268767.95,255717.76,324921.02,397505.86,429700.17,191581.56,263082.90,493273.67,532199.29,255717.76,397505.86
P77791,Maltose O-acetyltransferase OS=Escherichia coli (strain K12) GN=maa PE=1 SV=3,maa,20065.24705,4,215.89,3.87,3.47,0.59,0.77,4.18,0.00,0.00,0.13,0.21,0.00,435,47,405,73,489,76,3.94,0.43,30.52,15.03,13.27,23.64,595386.99,619390.04,520210.71,515358.69,698362.20,606994.35,104437.67,37287.99,80578.51,108349.24,174439.29,118309.60,542758.42,722209.14,486571.23,86825.89,148406.30,172064.10,595386.99,622211.18,644262.75,561303.87,558486.52,556555.96,109038.38,57541.96,94798.56,112333.77,149915.52,123382.42,632006.42,810438.73,672404.87,130385.92,160770.71,208494.91,622211.18,558486.52,94798.56,123382.42,672404.87,160770.71
P12295,Uracil-DNA glycosylase OS=Escherichia coli (strain K12) GN=ung PE=1 SV=2,ung,25659.18035,4,210.66,1.16,0.97,1.20,1.13,1.03,0.25,0.71,0.93,0.26,0.51,121,90,105,100,112,71,0.60,4.37,59.88,13.34,4.07,27.57,268359.81,268890.97,219281.51,199992.31,297042.46,246201.31,331077.33,49747.53,237794.00,303035.33,282590.25,253801.63,217310.33,208272.41,173678.27,101150.20,248585.85,192628.77,268359.81,270115.69,271572.47,217821.99,237547.52,225743.13,345662.02,76769.23,279758.56,314179.41,242861.93,264684.01,253043.56,233716.28,240010.33,151896.65,269296.68,233413.69,270115.69,225743.13,279758.56,264684.01,240010.33,233413.69
P67826,Copper homeostasis protein CutC OS=Escherichia coli (strain K12) GN=cutC PE=3 SV=1,cutC,26726.4102,4,142.12,0.90,0.81,0.94,0.86,0.80,0.60,0.35,0.53,0.63,0.21,91,68,86,74,85,69,10.84,30.80,72.44,14.75,14.64,18.49,191677.22,216988.64,192496.49,181336.49,315255.13,144724.66,218761.06,17878.58,207869.51,200913.49,221989.86,242575.12,184087.85,142172.96,140307.17,126163.24,254748.75,200198.62,191677.22,217976.96,238400.16,197502.97,252112.36,132698.72,228397.97,27589.81,244553.17,208302.06,190781.13,252976.14,214358.17,159541.70,193893.96,189458.58,275973.05,242586.30,217976.96,197502.97,228397.97,208302.06,193893.96,242586.30
P0AFX9,Sigma-E factor regulatory protein rseB OS=Escherichia coli (strain K12) GN=rseB PE=1 SV=1,rseB,35709.28651,4,167.05,0.72,0.56,1.11,0.84,0.62,0.02,0.03,0.82,0.14,0.00,73,80,59,72,65,68,10.62,28.38,22.11,1.45,4.55,8.53,185559.66,187262.03,124770.88,180783.51,180373.96,122132.72,191162.79,185566.83,264886.52,213575.87,253086.61,206322.95,127700.38,141338.46,117601.52,148143.54,237869.44,214625.36,185559.66,188114.96,154524.37,196900.69,144246.67,111984.06,199583.93,286362.43,311632.22,221430.09,217506.10,215169.56,148698.68,158605.25,162516.46,222466.27,257687.45,260067.58,185559.66,144246.67,286362.43,217506.10,158605.25,257687.45
P0ACB4,Protoporphyrinogen IX dehydrogenase [menaquinone] OS=Escherichia coli (strain K12) GN=hemG PE=1 SV=1,hemG,21194.86359,4,250.63,0.89,1.27,0.80,0.92,1.54,0.73,0.02,0.08,0.68,0.03,88,57,130,77,159,67,27.71,6.10,11.98,17.10,17.96,5.86,182060.86,158678.82,214695.55,238267.30,342486.06,264343.96,162153.28,106889.23,114659.25,182046.07,280921.91,169054.37,310205.59,223444.08,229011.29,150071.17,187394.07,169196.59,182060.86,159401.56,265892.92,259509.27,273889.18,242378.22,169296.49,164948.98,134893.68,188740.79,241428.14,176303.00,361213.97,250741.41,316476.40,225360.97,203006.74,205020.26,182060.86,259509.27,164948.98,188740.79,316476.40,205020.26
Q47147,Putative glutamine amidotransferase yafJ OS=Escherichia coli (strain K12) GN=yafJ PE=4 SV=1,yafJ,28599.20568,4,182.34,0.70,0.70,0.99,0.91,0.61,0.04,0.01,0.98,0.31,0.02,68,69,70,74,61,65,24.73,15.24,25.61,7.04,16.83,4.35,109691.25,172049.72,143463.48,129532.63,240038.18,188466.28,176155.42,200848.62,207803.73,215886.45,244063.98,231450.22,128221.58,175550.60,107495.93,166934.67,212860.25,203247.27,109691.25,172833.36,177674.50,141080.70,191960.69,172805.61,183915.45,309944.93,244475.78,223825.65,209751.92,241374.22,149305.59,196996.96,148551.30,250684.80,230594.62,246280.43,172833.36,172805.61,244475.78,223825.65,149305.59,246280.43
P0AFJ1,Protein phnA OS=Escherichia coli (strain K12) GN=phnA PE=4 SV=1,phnA,12318.96123,4,124,2.41,2.34,1.47,0.85,3.97,0.01,0.00,0.15,0.18,0.00,227,99,228,67,388,63,16.36,8.16,26.37,5.75,13.10,19.13,220579.22,215412.31,130830.80,192887.95,262004.10,197946.28,120461.54,128455.52,112406.81,73105.93,84925.10,78284.17,245786.28,327646.53,257778.36,59715.08,72691.49,94016.20,220579.22,216393.45,162029.37,210084.27,209527.04,181497.87,125768.14,198229.59,132243.74,75794.40,72985.79,81640.80,286201.93,367673.88,356230.33,89673.78,78747.75,113922.07,216393.45,209527.04,132243.74,75794.40,356230.33,89673.78
P76014,"PTS-dependent dihydroxyacetone kinase, ADP-binding subunit dhaL OS=Escherichia coli (strain K12) GN=dhaL PE=1 SV=3",dhaL,22599.29494,4,183.99,0.52,0.42,0.57,0.29,0.57,0.05,0.00,0.15,0.00,0.02,48,38,41,23,56,63,31.35,9.93,40.33,22.68,19.87,15.45,149842.64,99515.82,66958.43,77805.47,101271.68,76090.17,105643.01,32198.94,100127.90,54356.13,90012.22,48830.86,104237.69,98787.79,58849.43,128730.91,142924.37,174298.94,149842.64,99969.08,82925.67,84741.97,80987.87,69767.43,110296.82,49688.66,117797.92,56355.07,77357.73,50924.60,121377.93,110856.32,81325.49,193314.44,154832.06,211202.93,99969.08,80987.87,110296.82,56355.07,110856.32,193314.44
P0AFH6,Oligopeptide transport system permease protein oppC OS=Escherichia coli (strain K12) GN=oppC PE=1 SV=1,oppC,32982.33712,4,246.49,1.02,0.22,6.84,0.56,3.20,0.34,0.01,0.00,0.06,0.02,93,447,21,43,305,62,68.01,48.35,7.93,5.38,48.71,26.24,118652.69,94105.73,251608.84,33934.80,15896.13,27921.51,869296.87,511716.75,677913.38,65228.97,75789.07,58271.70,482693.86,332256.03,141214.40,78498.54,65503.90,96162.84,118652.69,94534.36,311608.73,36960.16,12712.28,25601.37,907591.32,789669.42,797547.77,67627.75,65134.16,60770.24,562065.19,372846.51,195147.69,117880.79,70961.34,116523.22,118652.69,25601.37,797547.77,65134.16,372846.51,116523.22
P0AFB5,Nitrogen regulation protein NR(II) OS=Escherichia coli (strain K12) GN=glnL PE=1 SV=1,glnL,38514.26871,4,233.87,0.11,0.10,0.84,0.64,0.15,0.00,0.00,0.30,0.02,0.00,10,54,10,49,14,61,18.26,9.05,17.52,13.33,36.02,10.95,28597.86,38949.06,23610.87,24480.62,36583.94,26625.26,208215.25,106202.58,197094.57,155235.84,193056.06,195668.10,46057.27,22510.19,28409.21,149009.11,239710.35,229819.49,28597.86,39126.46,29241.24,26663.12,29256.51,24412.82,217387.60,163889.35,231876.73,160944.62,165915.02,204057.86,53630.66,25260.18,39259.40,223766.08,259681.72,278478.74,29241.24,26663.12,217387.60,165915.02,39259.40,259681.72
P76550,Uncharacterized protein yffS OS=Escherichia coli (strain K12) GN=yffS PE=4 SV=2,yffS,29714.05213,4,217.76,1.70,1.26,1.16,0.95,1.26,0.02,0.01,0.41,0.55,0.05,148,72,114,69,114,59,17.45,6.58,10.99,7.38,6.21,4.10,472074.55,348866.04,396784.46,320069.93,429962.78,422098.33,306989.29,219717.70,231933.79,253057.01,332894.26,237101.47,269363.18,311810.14,253327.42,191709.82,244789.66,228826.38,472074.55,350455.02,491403.66,348604.75,343845.10,387023.93,320512.84,339063.26,272864.18,262363.15,286093.89,247267.78,313655.68,349902.82,350079.46,287889.49,265184.22,277275.36,472074.55,348604.75,320512.84,262363.15,349902.82,277275.36
P08373,UDP-N-acetylenolpyruvoylglucosamine reductase OS=Escherichia coli (strain K12) GN=murB PE=1 SV=1,murB,37809.27369,4,174.04,0.59,1.16,0.91,0.75,1.02,0.13,0.93,0.46,0.10,1.00,51,56,103,54,91,58,31.71,36.14,32.87,15.58,11.85,6.79,134917.39,136631.54,183735.98,125200.03,336210.24,318505.95,211232.05,73265.94,180392.43,168166.57,186757.57,206599.90,168699.45,220557.47,171179.41,157907.42,214615.22,172099.19,134917.39,137253.86,227550.58,136361.84,268870.35,292039.60,220537.29,113062.30,212227.08,174350.87,160502.02,215458.39,196439.39,247502.16,236557.09,237128.62,232495.80,208537.43,137253.86,268870.35,212227.08,174350.87,236557.09,232495.80
P77775,Epimerase family protein yfcH OS=Escherichia coli (strain K12) GN=yfcH PE=3 SV=1,yfcH,32660.18647,4,217.52,0.55,0.38,0.69,0.63,0.59,0.02,0.00,0.08,0.01,0.00,44,39,31,42,48,53,27.16,9.24,13.57,15.58,12.08,2.33,87449.71,117340.56,122844.34,75859.03,102063.52,75990.64,177027.06,95245.80,125433.25,152047.68,134210.54,129131.08,96711.14,112187.80,103673.89,141406.82,204053.82,175283.35,87449.71,117875.01,152138.42,82622.00,81621.11,69676.17,184825.49,146981.11,147569.01,157639.22,115342.38,134667.90,112613.75,125893.36,143269.53,212349.77,221054.49,212395.77,117875.01,81621.11,147569.01,134667.90,125893.36,212395.77
P77293,Bactoprenol glucosyl transferase homolog from prophage CPS-53 OS=Escherichia coli (strain K12) GN=yfdH PE=1 SV=1,yfdH,34595.50641,4,120.16,1.72,1.81,0.74,2.28,1.46,0.34,0.01,0.90,0.00,0.60,122,37,134,137,108,48,37.61,20.29,62.40,9.90,44.68,5.27,137354.23,291464.47,240597.11,340527.98,385386.67,268037.08,298101.40,81150.39,90930.59,374841.59,478719.81,324152.52,265927.69,101550.63,180132.25,110914.14,157161.75,151797.91,137354.23,292792.01,297971.09,370886.68,308197.18,245764.45,311233.43,125229.39,106977.51,388626.34,411418.36,338051.37,309655.27,113956.69,248929.24,166559.10,170255.62,183937.80,292792.01,308197.18,125229.39,388626.34,248929.24,170255.62
P31134,Putrescine transport ATP-binding protein PotG OS=Escherichia coli (strain K12) GN=potG PE=3 SV=2,potG,41885.69734,4,201.33,0.06,0.02,0.85,4.45,0.08,0.01,0.00,0.48,0.00,0.00,4,43,2,263,6,47,83.08,93.22,23.46,18.97,51.81,11.32,2960.60,25854.70,10309.10,15958.79,5241.24,3872.79,206751.76,111063.15,114237.82,879994.86,1043070.81,610708.16,4968.71,14998.11,14120.99,134206.63,211069.90,150722.46,2960.60,25972.46,12767.46,17381.55,4191.46,3550.98,215859.64,171390.07,134397.87,912356.56,896429.34,636893.80,5785.74,16830.37,19514.15,201537.29,228655.11,182634.65,12767.46,4191.46,171390.07,896429.34,16830.37,201537.29
