# Generated by Mia G and Nora V on Nov 8 2024 based on Gupta et al 2024 carbon limited growth conditions 
# Table S1 https://doi.org/10.1038/s41467-024-49920-8
# The following uniprot ids were manually identified as they resulted in no ecocyc monomer if found through API
# {'P06710':'EG10245-MONOMER', 'P32132':'EG11837-MONOMER', 'P75960':'G6577-MONOMER'}
monomer_id	uniprot_id	half_life (units.min)	notes	assignment
NARW-MONOMER	P19317	92.43445926	< 3 hrs, 1 replicate	< 3
EG10856-MONOMER	P21338	587.6549470799999	> 6 hrs, 1 replicate	> 6
GLTP-MONOMER	P21345	296.72718012	> 3 hrs, inconsistent	> 3
EG11123-MONOMER	P21365	484.76367585	> 3 hrs, inconsistent	> 3
EG11236-MONOMER	P21514	622.21019172	> 6 hrs, inconsistent	> 6
EG11095-MONOMER	P21515	310.34591871000003	> 3 hrs, inconsistent	> 3
EG10210-MONOMER	P21693	342.24337602	> 3 hrs, inconsistent	> 3
ASPS-MONOMER	P21889	732.011286	> 6 hrs, inconsistent	> 6
EG11082-MONOMER	P22564	556.06433496	> 6 hrs, inconsistent	> 6
GLUTRACE-MONOMER	P22634	673.621608	> 6 hrs, 1 replicate	> 6
EG11022-MONOMER	P23003	554.52449124	> 6 hrs, inconsistent	> 6
TNAB-MONOMER	P23173	658.6890816	> 6 hrs, 1 replicate	> 6
EG11208-MONOMER	P23325	329.27084934	> 3 hrs, inconsistent	> 3
PSERTRANSAM-MONOMER	P23721	548.6219410799999	> 6 hrs, inconsistent	> 6
EG11193-MONOMER	P23840	266.6970387	> 3 hrs, inconsistent	> 3
EG10765-MONOMER	P23862	229.58450142	> 3 hrs, inconsistent	> 3
PROTOHEME-FERROCHELAT-MONOMER	P23871	527.62382208	> 6 hrs, inconsistent	> 6
EG11101-MONOMER	P23872	481.04095056	> 6 hrs, inconsistent	> 6
FEPC-MONOMER	P23878	280.5296502	> 3 hrs, inconsistent	> 3
CYDC-MONOMER	P23886	520.46694051	> 6 hrs, 1 replicate	> 6
EG11133-MONOMER	P23898	37.59976668	< 3 hrs, 1 replicate	< 3
ACETYLORNDEACET-MONOMER	P23908	653.51105442	> 6 hrs, inconsistent	> 6
EG11288-MONOMER	P23917	587.51147256	> 6 hrs, inconsistent	> 6
EG11189-MONOMER	P24173	790.57254	> 6 hrs, inconsistent	> 6
ACRD-MONOMER	P24177	719.02324752	> 6 hrs, inconsistent	> 6
EG11116-MONOMER	P24188	20.59523541	< 3 hrs, inconsistent	< 3
EG11166-MONOMER	P24197	511.93220559	> 3 hrs, inconsistent	> 3
HOLO-ACP-SYNTH-MONOMER	P24224	665.3429682000001	> 6 hrs, inconsistent	> 6
EG11108-MONOMER	P24252	306.96334787999996	> 3 hrs, inconsistent	> 3
EG11004-MONOMER	P24555	648.60790407	> 6 hrs, inconsistent	> 6
EG10997-MONOMER	P25522	613.4628552	> 6 hrs, inconsistent	> 6
YIDC	P25714	614.41654164	> 6 hrs, 1 replicate	> 6
ALPHA-AMYL-PERI-MONOMER	P25718	568.64559336	> 6 hrs, 1 replicate	> 6
LYSP-MONOMER	P25737	167.39158398	< 3 hrs, 1 replicate	< 3
EG11339-MONOMER	P25740	506.8516099200001	> 6 hrs, inconsistent	> 6
EG11345-MONOMER	P25746	611.1400194	> 6 hrs, inconsistent	> 6
EG11289-MONOMER	P25889	90.36322344	< 3 hrs, 1 replicate	< 3
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER	P26647	501.70789308	> 3 hrs, inconsistent	> 3
PD00291	P27111	372.6805593	> 6 hrs, 1 replicate	> 6
EG11350-MONOMER	P27126	564.5203686599999	> 6 hrs, inconsistent	> 6
TETRAACYLDISACC4KIN-MONOMER	P27300	442.89113604	> 6 hrs, 1 replicate	> 6
EG11362-MONOMER	P27305	225.59234994000002	> 3 hrs, 1 replicate	> 3
UDPGLCNACEPIM-MONOMER	P27828	522.86839566	> 6 hrs, inconsistent	> 6
UDPMANNACADEHYDROG-MONOMER	P27829	473.53414284	> 6 hrs, inconsistent	> 6
TDPFUCACTRANS-MONOMER	P27832	690.4835448	> 6 hrs, 1 replicate	> 6
YIFK-MONOMER	P27837	416.49279672	> 6 hrs, 1 replicate	> 6
EG11653-MONOMER	P27838	487.17920934000006	> 6 hrs, 1 replicate	> 6
EG11484-MONOMER	P27862	900.364002	> 6 hrs, 1 replicate	> 6
EG11500-MONOMER	P28631	679.7758722000001	> 6 hrs, 1 replicate	> 6
G8202-MONOMER	P28696	260.36546982000004	> 3 hrs, inconsistent	> 3
EG11413-MONOMER	P28905	647.73847344	> 6 hrs, inconsistent	> 6
CYDD-MONOMER	P29018	594.05028324	> 6 hrs, 1 replicate	> 6
O-SUCCINYLBENZOATE-COA-SYN-MONOMER	P29208	578.0389053	> 6 hrs, 1 replicate	> 6
EG11548-MONOMER	P30015	551.90166378	> 6 hrs, inconsistent	> 6
EG10311-MONOMER	P30130	274.81032476999997	> 3 hrs, inconsistent	> 3
EG11551-MONOMER	P30131	584.67290694	> 6 hrs, inconsistent	> 6
THIF-MONOMER	P30138	530.00079384	> 6 hrs, inconsistent	> 6
BAES-MONOMER	P30847	675.88590432	> 6 hrs, inconsistent	> 6
EG11620-MONOMER	P30850	448.17093072	> 6 hrs, inconsistent	> 6
MONOMER0-149	P30863	642.78600099	> 6 hrs, inconsistent	> 6
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-MONOMER	P31057	532.65479256	> 6 hrs, inconsistent	> 6
EG11659-MONOMER	P31063	498.02464074000005	> 6 hrs, 1 replicate	> 6
KCH-MONOMER	P31069	471.32129538000004	> 6 hrs, 1 replicate	> 6
YDEF-MONOMER	P31126	106.2392064	< 3 hrs, 1 replicate	< 3
EG11645-MONOMER	P31131	483.50378193	> 6 hrs, 1 replicate	> 6
EG11688-MONOMER	P31437	580.0038451199999	> 3 hrs, inconsistent	> 3
EG11691-MONOMER	P31440	273.31485702	> 3 hrs, inconsistent	> 3
EG11724-MONOMER	P31466	762.5328291	> 6 hrs, inconsistent	> 6
EG11725-MONOMER	P31467	418.55402229	> 3 hrs, inconsistent	> 3
EG11728-MONOMER	P31470	194.13054738	> 3 hrs, inconsistent	> 3
EG11729-MONOMER	P31471	113.23541796	< 3 hrs, 1 replicate	< 3
EG11733-MONOMER	P31475	582.976449	> 6 hrs, 1 replicate	> 6
EG11735-MONOMER	P31545	363.18288468	> 3 hrs, inconsistent	> 3
METI-MONOMER	P31547	294.77787084	> 3 hrs, inconsistent	> 3
PANTOATE-BETA-ALANINE-LIG-MONOMER	P31663	709.1142615	> 6 hrs, inconsistent	> 6
EG11749-MONOMER	P31666	517.9754401199999	> 3 hrs, inconsistent	> 3
EG11758-MONOMER	P31806	460.02818694	> 6 hrs, inconsistent	> 6
EG11760-MONOMER	P31991	257.15353068	> 3 hrs, inconsistent	> 3
EG11828-MONOMER	P32125	570.8540514599999	> 6 hrs, 1 replicate	> 6
EG11832-MONOMER	P32128	154.04697048	< 3 hrs, 1 replicate	< 3
EG11833-MONOMER	P32129	361.58592864	> 3 hrs, inconsistent	> 3
EG11843-MONOMER	P32138	754.4224664999999	> 6 hrs, inconsistent	> 6
EG11845-MONOMER	P32140	307.16610102000004	> 3 hrs, inconsistent	> 3
EG11860-MONOMER	P32151	394.7274087	> 3 hrs, inconsistent	> 3
EG11862-MONOMER	P32153	151.9621065	< 3 hrs, 1 replicate	< 3
DMK-MONOMER	P32166	564.54827247	> 3 hrs, inconsistent	> 3
RHAMNULPALDOL-MONOMER	P32169	306.10353383999995	> 3 hrs, inconsistent	> 3
RHAMNISOM-MONOMER	P32170	500.38404324000004	> 6 hrs, 1 replicate	> 6
EG11829-MONOMER	P32173	446.7252456	> 6 hrs, inconsistent	> 6
EG11916-MONOMER	P32680	546.84016296	> 6 hrs, 1 replicate	> 6
EG11917-MONOMER	P32681	289.82003823	> 3 hrs, inconsistent	> 3
EG11922-MONOMER	P32685	111.96978737999999	< 3 hrs, inconsistent	< 3
EG11938-MONOMER	P32701	542.0340267299999	> 6 hrs, inconsistent	> 6
YJCQ-MONOMER	P32715	15.710320365329999	< 3 hrs, 1 replicate	< 3
EG11957-MONOMER	P32719	35.81884896	< 3 hrs, 1 replicate	< 3
YJCV-MONOMER	P32720	354.69879305999996	> 3 hrs, inconsistent	> 3
YJCW-MONOMER	P32721	653.4110148	> 6 hrs, 1 replicate	> 6
EG12026-MONOMER	P33018	778.4838516000001	> 6 hrs, inconsistent	> 6
EG12036-MONOMER	P33029	37.8953988	< 3 hrs, inconsistent	< 3
EG11806-MONOMER	P33218	580.85168133	> 6 hrs, inconsistent	> 6
EG12004-MONOMER	P33354	452.91474984	> 6 hrs, 1 replicate	> 6
EG12017-MONOMER	P33366	343.48641552	> 3 hrs, inconsistent	> 3
EG12022-MONOMER	P33371	398.27492196	> 3 hrs, inconsistent	> 3
EG12094-MONOMER	P33595	716.22342102	> 6 hrs, inconsistent	> 6
EG12080-MONOMER	P33596	241.68666444	> 3 hrs, inconsistent	> 3
EG12096-MONOMER	P33647	365.09620914	> 3 hrs, inconsistent	> 3
YEJA-MONOMER	P33913	523.3703276699999	> 6 hrs, inconsistent	> 6
EG12048-MONOMER	P33920	529.16770218	> 6 hrs, inconsistent	> 6
YOJI-MONOMER	P33941	225.06279425999998	> 3 hrs, inconsistent	> 3
EG12193-MONOMER	P36659	595.47831441	> 6 hrs, 1 replicate	> 6
EG12195-MONOMER	P36662	254.5988085	> 3 hrs, inconsistent	> 3
EG12202-MONOMER	P36673	745.3578777	> 6 hrs, inconsistent	> 6
EG12313-MONOMER	P36680	414.2829144	> 6 hrs, 1 replicate	> 6
AGAX-MONOMER	P36881	52.646618939999996	< 3 hrs, inconsistent	< 3
EG12200-MONOMER	P36928	567.57536544	> 6 hrs, inconsistent	> 6
EG12203-MONOMER	P36995	73.08264419999999	< 3 hrs, 1 replicate	< 3
EG12338-MONOMER	P37007	130.80097265999999	< 3 hrs, inconsistent	< 3
YADQ-MONOMER	P37019	793.5843162000001	> 6 hrs, inconsistent	> 6
EG12329-MONOMER	P37024	579.0790623600001	> 6 hrs, inconsistent	> 6
EG12330-MONOMER	P37025	386.39688270000005	> 6 hrs, 1 replicate	> 6
EG12335-MONOMER	P37047	482.53497293999993	> 6 hrs, inconsistent	> 6
EG12119-MONOMER	P37052	378.54671388	> 3 hrs, inconsistent	> 3
EG12410-MONOMER	P37128	274.50582197999995	> 3 hrs, inconsistent	> 3
NRDF-MONOMER	P37146	140.28724512	< 3 hrs, inconsistent	< 3
EG11890-MONOMER	P37194	455.55053838000003	> 3 hrs, inconsistent	> 3
EG12244-MONOMER	P37197	730.8567191999999	> 6 hrs, 1 replicate	> 6
EG12235-MONOMER	P37309	161.06701314	< 3 hrs, 1 replicate	< 3
EG12448-MONOMER	P37325	403.80529431	> 6 hrs, 1 replicate	> 6
YDHE-MONOMER	P37340	314.42425520999996	> 3 hrs, inconsistent	> 3
EG12171-MONOMER	P37342	303.46053138	> 3 hrs, inconsistent	> 3
XYLG-MONOMER	P37388	318.90895538999996	> 3 hrs, inconsistent	> 3
EG12407-MONOMER	P37595	670.66917594	> 6 hrs, inconsistent	> 6
EG12217-MONOMER	P37619	138.28033056	< 3 hrs, 1 replicate	< 3
EG12227-MONOMER	P37629	360.28485839999996	> 6 hrs, 1 replicate	> 6
EG12240-MONOMER	P37636	365.69033292	> 3 hrs, inconsistent	> 3
EG12247-MONOMER	P37641	258.4606782	> 3 hrs, inconsistent	> 3
EG12258-MONOMER	P37651	402.51930708000003	> 6 hrs, 1 replicate	> 6
EG12260-MONOMER	P37653	145.92988775999999	< 3 hrs, inconsistent	< 3
EG12263-MONOMER	P37657	41.40981522	< 3 hrs, inconsistent	< 3
EG12270-MONOMER	P37664	249.22288301999998	> 3 hrs, inconsistent	> 3
EG12286-MONOMER	P37679	96.28445454	< 3 hrs, 1 replicate	< 3
EG12210-MONOMER	P37692	700.90689786	> 6 hrs, inconsistent	> 6
EG11985-MONOMER	P37751	480.79486005	> 3 hrs, inconsistent	> 3
YJFF-MONOMER	P37772	291.25268081999997	> 3 hrs, inconsistent	> 3
EG11822-MONOMER	P37906	337.42789161	> 3 hrs, inconsistent	> 3
G7356-MONOMER	P37908	469.00865045999996	> 6 hrs, inconsistent	> 6
YBDE-MONOMER	P38054	424.32542112	> 3 hrs, inconsistent	> 3
G6838-MONOMER	P38105	538.71613488	> 6 hrs, inconsistent	> 6
EG11826-MONOMER	P38134	322.99891443	> 3 hrs, inconsistent	> 3
MANNONOXIDOREDUCT-MONOMER	P39160	281.31653226	> 3 hrs, inconsistent	> 3
EG12455-MONOMER	P39196	280.73898747	> 3 hrs, inconsistent	> 3
GLUCONOKINI-MONOMER	P39208	142.96753203	< 3 hrs, inconsistent	< 3
EG11974-MONOMER	P39264	363.8875944	> 3 hrs, inconsistent	> 3
G7823-MONOMER	P39267	433.32867057	> 6 hrs, 1 replicate	> 6
G7882-MONOMER	P39334	364.35294918000005	> 3 hrs, inconsistent	> 3
G7884-MONOMER	P39336	440.77671336	> 3 hrs, inconsistent	> 3
IDONDEHYD-MONOMER	P39346	81.18164304	< 3 hrs, inconsistent	< 3
EG12364-MONOMER	P39347	553.6694113200001	> 3 hrs, inconsistent	> 3
G7909-MONOMER	P39356	487.47105981000004	> 6 hrs, inconsistent	> 6
YJHF-MONOMER	P39357	393.68175048	> 3 hrs, inconsistent	> 3
G7914-MONOMER	P39362	72.46616313	< 3 hrs, inconsistent	< 3
SGCC-MONOMER	P39365	527.85962223	> 6 hrs, 1 replicate	> 6
G7924-MONOMER	P39376	310.9645809	> 3 hrs, inconsistent	> 3
G7928-MONOMER	P39380	116.38829111999999	< 3 hrs, 1 replicate	< 3
G7933-MONOMER	P39385	735.4430652	> 6 hrs, inconsistent	> 6
G7942-MONOMER	P39396	333.09809433000004	> 3 hrs, inconsistent	> 3
G7952-MONOMER	P39408	567.22792311	> 6 hrs, inconsistent	> 6
ADHP-MONOMER	P39451	8.867584560000001	< 3 hrs, inconsistent	< 3
YBAL-MONOMER	P39830	641.11561368	> 6 hrs, 1 replicate	> 6
EG12363-MONOMER	P39834	106.97884368000001	< 3 hrs, 1 replicate	< 3
EG12354-MONOMER	P40711	337.2274857	> 3 hrs, inconsistent	> 3
EG12397-MONOMER	P40876	172.28003604	< 3 hrs, 1 replicate	< 3
NANT-MONOMER	P41036	229.16345583	> 3 hrs, inconsistent	> 3
G7410-MONOMER	P41052	216.4883916	inconsistent	> 0
YGJI-MONOMER	P42590	230.04349290000002	> 3 hrs, inconsistent	> 3
G7604-MONOMER	P42597	98.35100987999999	< 3 hrs, 1 replicate	< 3
G7616-MONOMER	P42620	804.4563324000001	> 6 hrs, 1 replicate	> 6
LSERINEDEAM3-MONOMER	P42630	134.01568344	< 3 hrs, inconsistent	< 3
G7632-MONOMER	P42904	489.90525191999996	> 6 hrs, 1 replicate	> 6
G7634-MONOMER	P42907	206.33067359999998	> 3 hrs, inconsistent	> 3
G7640-MONOMER	P43319	389.20678998	> 6 hrs, 1 replicate	> 6
G6562-MONOMER	P43533	245.8425543	> 3 hrs, 1 replicate	> 3
G7662-MONOMER	P45395	617.8642486800001	> 6 hrs, inconsistent	> 6
G7674-MONOMER	P45423	353.17258794	> 3 hrs, inconsistent	> 3
G7675-MONOMER	P45424	463.67834388	> 6 hrs, inconsistent	> 6
G7646-MONOMER	P45469	280.52337771	> 3 hrs, inconsistent	> 3
KEFB-MONOMER	P45522	744.3240636	> 6 hrs, 1 replicate	> 6
G7712-MONOMER	P45530	802.3644726	> 6 hrs, inconsistent	> 6
G7735-MONOMER	P45552	335.23320156000005	> 3 hrs, inconsistent	> 3
G7165-MONOMER	P45565	648.2498574	> 6 hrs, 1 replicate	> 6
G7703-MONOMER	P45758	131.77545084	< 3 hrs, 1 replicate	< 3
G7745-MONOMER	P45804	373.94149212	> 6 hrs, 1 replicate	> 6
EG12874-MONOMER	P46122	675.6362526	> 6 hrs, 1 replicate	> 6
G7756-MONOMER	P46852	515.85068334	> 6 hrs, inconsistent	> 6
AMINEOXID-MONOMER	P46883	387.01960278	> 6 hrs, 1 replicate	> 6
G7036-MONOMER	P46887	331.8919029	> 3 hrs, inconsistent	> 3
G7031-MONOMER	P46888	590.06246373	> 6 hrs, inconsistent	> 6
G7022-MONOMER	P46923	689.64446136	> 6 hrs, inconsistent	> 6
G7514-MONOMER	P52037	356.02019208	> 3 hrs, inconsistent	> 3
G7516-MONOMER	P52045	167.53524312000002	inconsistent	> 0
G7529-MONOMER	P52060	321.27746465999996	> 3 hrs, inconsistent	> 3
HISQ-MONOMER	P52094	690.8196744	> 6 hrs, inconsistent	> 6
LDC2-MONOMER	P52095	478.27674785999994	> 6 hrs, inconsistent	> 6
G6095-MONOMER	P52096	496.11173706	> 3 hrs, inconsistent	> 3
G7357-MONOMER	P52119	301.02158217	> 3 hrs, inconsistent	> 3
G7366-MONOMER	P52130	306.69991230000005	> 3 hrs, inconsistent	> 3
G7372-MONOMER	P52135	86.97223842	< 3 hrs, 1 replicate	< 3
G7398-MONOMER	P55734	446.64546456	> 6 hrs, inconsistent	> 6
G7804-MONOMER	P56262	510.98401578	> 6 hrs, inconsistent	> 6
GUTA-MONOMER	P56580	295.8838215	> 3 hrs, 1 replicate	> 3
UPPSYN-MONOMER	P60472	241.43339681999998	> 3 hrs, 1 replicate	> 3
GUANYL-KIN-MONOMER	P60546	431.33914818	> 6 hrs, inconsistent	> 6
EG11562-MONOMER	P60566	457.7366260200001	> 3 hrs, inconsistent	> 3
EG11591-MONOMER	P60720	627.66325434	> 6 hrs, 1 replicate	> 6
EG10613-MONOMER	P60752	684.61474626	> 6 hrs, inconsistent	> 6
EG11674-MONOMER	P60782	377.14970304	> 3 hrs, inconsistent	> 3
G6445-MONOMER	P60869	440.40367626	> 6 hrs, 1 replicate	> 6
EG11665-MONOMER	P60932	550.27393434	> 3 hrs, inconsistent	> 3
DTDPGLUCOSEPP2-MONOMER	P61887	488.92208151	> 6 hrs, inconsistent	> 6
FLAVODOXIN1-MONOMER	P61949	293.22339258	> 3 hrs, inconsistent	> 3
EG11886-MONOMER	P62517	588.24482169	> 6 hrs, 1 replicate	> 6
EG11816-MONOMER	P62617	553.05769713	> 6 hrs, 1 replicate	> 6
EG11736-MONOMER	P63228	806.4858323999999	> 6 hrs, inconsistent	> 6
XASA-MONOMER	P63235	597.4571002499999	> 3 hrs, inconsistent	> 3
G7298-MONOMER	P64429	324.05466222	> 3 hrs, inconsistent	> 3
G6929-MONOMER	P64479	607.4098667999999	> 6 hrs, 1 replicate	> 6
G7001-MONOMER	P64499	155.70049572	< 3 hrs, 1 replicate	< 3
G7009-MONOMER	P64503	110.0146725	< 3 hrs, 1 replicate	< 3
G7012-MONOMER	P64506	458.8354092	> 6 hrs, 1 replicate	> 6
G7019-MONOMER	P64515	325.91540238	> 3 hrs, inconsistent	> 3
G7137-MONOMER	P64530	465.42590112	> 6 hrs, 1 replicate	> 6
G7144-MONOMER	P64536	144.72272256	< 3 hrs, 1 replicate	< 3
G7315-MONOMER	P64545	274.12577570999997	> 3 hrs, inconsistent	> 3
G7602-MONOMER	P64578	315.70287756	> 3 hrs, inconsistent	> 3
G7594-MONOMER	P64588	525.65383131	> 6 hrs, inconsistent	> 6
G7658-MONOMER	P64602	654.3749874900001	> 6 hrs, inconsistent	> 6
G7667-MONOMER	P64610	460.88106816	> 3 hrs, inconsistent	> 3
G7316-MONOMER	P65290	112.01252478	< 3 hrs, 1 replicate	< 3
G7490-MONOMER	P66899	251.92330997999997	> 3 hrs, inconsistent	> 3
G7641-MONOMER	P67087	708.1357476	> 6 hrs, inconsistent	> 6
G6889-MONOMER	P67430	701.8588517999999	> 6 hrs, 1 replicate	> 6
G6998-MONOMER	P67601	287.15689362	> 3 hrs, 1 replicate	> 3
G7513-MONOMER	P67603	485.93744802	> 6 hrs, inconsistent	> 6
G7719-MONOMER	P67624	236.09339772	> 3 hrs, inconsistent	> 3
G6774-MONOMER	P67699	139.33414883999998	< 3 hrs, inconsistent	< 3
MALG-MONOMER	P68183	402.99856266	> 3 hrs, inconsistent	> 3
MALK-MONOMER	P68187	208.7430345	> 3 hrs, 1 replicate	> 3
EG11928-MONOMER	P68206	662.68727382	> 6 hrs, inconsistent	> 6
EG10920-MONOMER	P68679	367.44363971999996	> 6 hrs, 1 replicate	> 6
RED-GLUTAREDOXIN	P68688	336.20305349999995	> 3 hrs, inconsistent	> 3
BAER-MONOMER	P69228	704.48527377	> 6 hrs, inconsistent	> 6
RCSF-MONOMER	P69411	590.6731095600001	> 6 hrs, inconsistent	> 6
EG12177-MONOMER	P69488	399.84429513000003	> 3 hrs, inconsistent	> 3
G7866-MONOMER	P69506	162.98313546	< 3 hrs, 1 replicate	< 3
EG10544-MONOMER	P69776	670.20507618	> 6 hrs, inconsistent	> 6
PTSG-MONOMER	P69786	569.84986542	> 6 hrs, inconsistent	> 6
CELC-MONOMER	P69791	109.47604212	< 3 hrs, 1 replicate	< 3
MANZ-MONOMER	P69805	542.1530500499999	> 6 hrs, inconsistent	> 6
YJFU-MONOMER	P69820	438.7531206	> 6 hrs, 1 replicate	> 6
CMTB-MONOMER	P69824	241.91819184	> 3 hrs, inconsistent	> 3
CMTA-MONOMER	P69826	376.14623904	> 3 hrs, inconsistent	> 3
EG11682-MONOMER	P69829	352.75667958	> 3 hrs, inconsistent	> 3
G7921-MONOMER	P69856	459.28284636	> 6 hrs, 1 replicate	> 6
GLUTDECARBOXB-MONOMER	P69910	380.828535	> 6 hrs, 1 replicate	> 6
G6100-MONOMER	P75672	692.3586228	> 6 hrs, 1 replicate	> 6
G6173-MONOMER	P75687	216.13603500000002	> 3 hrs, inconsistent	> 3
G6370-MONOMER	P75733	124.40092007999999	< 3 hrs, inconsistent	< 3
G6371-MONOMER	P75734	580.5552598799999	> 6 hrs, inconsistent	> 6
EG11776-MONOMER	P75736	440.9090685	> 6 hrs, inconsistent	> 6
G6387-MONOMER	P75750	253.97146673999998	> 3 hrs, inconsistent	> 3
G6413-MONOMER	P75779	383.28156078	> 6 hrs, 1 replicate	> 6
G6414-MONOMER	P75780	195.93641736	> 3 hrs, 1 replicate	> 3
G6416-MONOMER	P75782	794.0673042	> 6 hrs, 1 replicate	> 6
G6417-MONOMER	P75783	69.0494952	< 3 hrs, inconsistent	< 3
YLID-MONOMER	P75799	392.12356962	> 6 hrs, 1 replicate	> 6
G6444-MONOMER	P75811	293.39181830999996	> 3 hrs, inconsistent	> 3
G6454-MONOMER	P75822	727.9599528	> 6 hrs, inconsistent	> 6
G6458-MONOMER	P75826	186.92434536	> 3 hrs, inconsistent	> 3
G6460-MONOMER	P75829	54.3580713	< 3 hrs, 1 replicate	< 3
YCAM	P75835	415.78760256	> 3 hrs, inconsistent	> 3
G6478-MONOMER	P75853	483.45640589999994	> 6 hrs, 1 replicate	> 6
G6483-MONOMER	P75858	585.82489362	> 6 hrs, 1 replicate	> 6
G6493-MONOMER	P75867	493.37042574	> 6 hrs, inconsistent	> 6
G6494-MONOMER	P75869	402.29300606999993	> 3 hrs, inconsistent	> 3
G6495-MONOMER	P75870	241.41965901	> 3 hrs, 1 replicate	> 3
G6532-MONOMER	P75908	173.84286822	< 3 hrs, 1 replicate	< 3
G6541-MONOMER	P75915	521.80423173	> 6 hrs, 1 replicate	> 6
G6549-MONOMER	P75917	15.376755840000001	< 3 hrs, 1 replicate	< 3
G6551-MONOMER	P75919	465.48813107999996	> 6 hrs, 1 replicate	> 6
G360-MONOMER	P75936	23.30638134	< 3 hrs, 1 replicate	< 3
G366-MONOMER	P75942	23.46665694	< 3 hrs, 1 replicate	< 3
THIKIN-MONOMER	P75948	427.7983899	> 3 hrs, inconsistent	> 3
YCFW-MONOMER	P75958	631.5257844	> 6 hrs, 1 replicate	> 6
G6581-MONOMER	P75966	659.763447	> 6 hrs, inconsistent	> 6
G6603-MONOMER	P75990	255.4285749	> 3 hrs, inconsistent	> 3
G6614-MONOMER	P76001	605.2680641999999	> 6 hrs, 1 replicate	> 6
G6615-MONOMER	P76002	598.8253575	> 6 hrs, inconsistent	> 6
YCGO-MONOMER	P76007	658.36467291	> 6 hrs, 1 replicate	> 6
YCJN-MONOMER	P76042	795.5388552000001	> 6 hrs, 1 replicate	> 6
G6659-MONOMER	P76046	485.004597	> 6 hrs, inconsistent	> 6
G6672-MONOMER	P76053	81.032478	< 3 hrs, inconsistent	< 3
G6680-MONOMER	P76062	328.69336188	> 3 hrs, inconsistent	> 3
G6685-MONOMER	P76066	85.15029948	< 3 hrs, 1 replicate	< 3
G6741-MONOMER	P76100	281.15652864000003	> 3 hrs, inconsistent	> 3
G6743-MONOMER	P76102	509.27183958000006	> 6 hrs, 1 replicate	> 6
G6765-MONOMER	P76117	299.55753156000003	> 3 hrs, inconsistent	> 3
G6787-MONOMER	P76134	98.33939466	< 3 hrs, 1 replicate	< 3
G6799-MONOMER	P76141	467.02173306000003	> 6 hrs, 1 replicate	> 6
G6822-MONOMER	P76156	259.51696181999995	> 3 hrs, inconsistent	> 3
G6841-MONOMER	P76170	310.71254018999997	> 3 hrs, inconsistent	> 3
G6844-MONOMER	P76172	287.25201537000004	> 3 hrs, inconsistent	> 3
G6856-MONOMER	P76176	578.44723314	> 6 hrs, inconsistent	> 6
G6892-MONOMER	P76190	561.46409154	> 6 hrs, inconsistent	> 6
G6901-MONOMER	P76192	611.99539983	> 6 hrs, inconsistent	> 6
G6904-MONOMER	P76193	622.3900128	> 6 hrs, inconsistent	> 6
G6920-MONOMER	P76201	56.98791012	< 3 hrs, 1 replicate	< 3
G6925-MONOMER	P76204	519.77877204	> 6 hrs, 1 replicate	> 6
G6938-MONOMER	P76214	18.4133019	< 3 hrs, 1 replicate	< 3
SUCCGLUDESUCC-MONOMER	P76215	130.86021732	< 3 hrs, inconsistent	< 3
G6946-MONOMER	P76220	421.70151594	> 6 hrs, 1 replicate	> 6
G6972-MONOMER	P76237	266.74834473	> 3 hrs, inconsistent	> 3
G6980-MONOMER	P76245	13.95553644	< 3 hrs, 1 replicate	< 3
G7005-MONOMER	P76270	706.9038270600001	> 6 hrs, inconsistent	> 6
G7007-MONOMER	P76272	382.42217712	> 3 hrs, inconsistent	> 3
G7008-MONOMER	P76273	451.50196458	> 6 hrs, inconsistent	> 6
G7021-MONOMER	P76291	786.1627044	> 6 hrs, inconsistent	> 6
G7027-MONOMER	P76297	526.786332	> 6 hrs, inconsistent	> 6
G370-MONOMER	P76298	375.11029902	> 3 hrs, inconsistent	> 3
DCYSDESULF-MONOMER	P76316	523.87028304	> 6 hrs, 1 replicate	> 6
G7056-MONOMER	P76339	454.76257446	> 6 hrs, 1 replicate	> 6
G7105-MONOMER	P76387	165.17010815999998	< 3 hrs, 1 replicate	< 3
G7110-MONOMER	P76394	398.8813212	> 6 hrs, 1 replicate	> 6
B2075-MONOMER	P76398	553.51856217	> 6 hrs, 1 replicate	> 6
B2098-MONOMER	P76417	550.12821462	> 6 hrs, 1 replicate	> 6
G7132-MONOMER	P76419	256.14320825999994	> 3 hrs, inconsistent	> 3
HMP-P-KIN-MONOMER	P76422	404.20165614	> 6 hrs, inconsistent	> 6
G7138-MONOMER	P76425	647.77536	> 6 hrs, 1 replicate	> 6
ACETYL-COA-ACETYLTRANSFER-MONOMER	P76461	425.72721978	> 6 hrs, 1 replicate	> 6
G7156-MONOMER	P76466	601.2753684300001	> 3 hrs, inconsistent	> 3
G7179-MONOMER	P76483	258.42143208	> 3 hrs, inconsistent	> 3
G7182-MONOMER	P76486	525.7783554600001	> 6 hrs, 1 replicate	> 6
G7185-MONOMER	P76491	551.01337764	> 6 hrs, 1 replicate	> 6
G7221-MONOMER	P76507	384.76234152	> 6 hrs, 1 replicate	> 6
