monomer_id	degradation_rate(1/s)	half_life_(min)	degradation_rate_source
G7058-MONOMER	2.0599347730614194e-05	560.81644722	Gupta_et_al_MS_2024
G7059-MONOMER	2.2221190980367323e-05	519.8845111200001	Gupta_et_al_MS_2024
G7060-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7061-MONOMER	1.4627645409964482e-05	789.7684614000001	Gupta_et_al_MS_2024
G7062-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7063-MONOMER	8.46248226681545e-05	136.51376328	Gupta_et_al_MS_2024
G7064-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7068-MONOMER	1.967669131069484e-05	587.11359684	Gupta_et_al_MS_2024
G7071-MONOMER	0.00016555941084525202	69.77829258	Gupta_et_al_MS_2024
G7072-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7073-MONOMER	1.8999705584746658e-05	608.0332643999999	Gupta_et_al_MS_2024
G7074-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7080-MONOMER	3.582321454476388e-05	322.48510236000004	Gupta_et_al_MS_2024
G7081-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7082-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7083-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7084-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7085-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7086-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7087-MONOMER	1.7702106603435024e-05	652.6032899999999	Gupta_et_al_MS_2024
G7088-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7089-MONOMER	1.9991924982369317e-05	577.85596032	Gupta_et_al_MS_2024
G7090-MONOMER	1.6048468316454616e-05	719.8477002000001	Gupta_et_al_MS_2024
G7093-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7094-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7095-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7096-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7097-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7098-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7099-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7100-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7101-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7102-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7103-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7104-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7105-MONOMER	6.994275863851577e-05	165.17010815999996	Gupta_et_al_MS_2024
G7106-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7107-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7108-MONOMER	1.263602719389951e-05	914.2472418	Gupta_et_al_MS_2024
G7109-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7110-MONOMER	2.8962130827730575e-05	398.88132120000006	Gupta_et_al_MS_2024
G7111-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7112-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7117-MONOMER	1.6440416736342045e-05	702.686142	Gupta_et_al_MS_2024
G7118-MONOMER	3.116707047522078e-05	370.66213902	Gupta_et_al_MS_2024
G7119-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7122-MONOMER	1.6924894981185373e-05	682.5716213999999	Gupta_et_al_MS_2024
G7123-MONOMER	2.032111361978735e-05	568.4950749000001	Gupta_et_al_MS_2024
G7126-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7128-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7131-MONOMER	1.9418608689426343e-05	594.91661808	Gupta_et_al_MS_2024
G7132-MONOMER	4.510153943885182e-05	256.14320825999994	Gupta_et_al_MS_2024
G7133-MONOMER	2.2058895382072178e-05	523.7094972	Gupta_et_al_MS_2024
G7134-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7137-MONOMER	2.482125077597233e-05	465.42590112000005	Gupta_et_al_MS_2024
G7138-MONOMER	1.783404205021386e-05	647.7753600000001	Gupta_et_al_MS_2024
G7139-MONOMER	2.076125913503893e-05	556.4427925199999	Gupta_et_al_MS_2024
G7144-MONOMER	7.982473522458049e-05	144.72272256	Gupta_et_al_MS_2024
G7145-MONOMER	5.910177709635716e-05	195.4671006	Gupta_et_al_MS_2024
G7146-MONOMER	3.216774885952662e-05	359.13153450000004	Gupta_et_al_MS_2024
G7147-MONOMER	2.1847630992945614e-05	528.77371524	Gupta_et_al_MS_2024
G7148-MONOMER	1.8110941462201348e-05	637.8714786	Gupta_et_al_MS_2024
G7152-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7153-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7156-MONOMER	1.9213248398146128e-05	601.2753684300001	Gupta_et_al_MS_2024
G7158-MONOMER	2.643690057426337e-05	436.98212568	Gupta_et_al_MS_2024
G7160-MONOMER	2.3284591408335593e-05	496.1415387	Gupta_et_al_MS_2024
G7161-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7162-MONOMER	1.8053387818653485e-05	639.9049932	Gupta_et_al_MS_2024
G7163-MONOMER	7.25252420269859e-05	159.28872054000004	Gupta_et_al_MS_2024
G7164-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7165-MONOMER	1.782098812280035e-05	648.2498574	Gupta_et_al_MS_2024
G7166-MONOMER	1.9223692384751982e-05	600.9487032000001	Gupta_et_al_MS_2024
G7167-MONOMER	1.604358312172219e-05	720.0668904	Gupta_et_al_MS_2024
G7168-MONOMER	1.701911322845782e-05	678.7928874000002	Gupta_et_al_MS_2024
G7169-MONOMER	2.614655287823719e-05	441.83464884000006	Gupta_et_al_MS_2024
G7170-MONOMER	1.3755936179258555e-05	839.8158335999999	Gupta_et_al_MS_2024
G7171-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7172-MONOMER	2.2240436507594495e-05	519.43463454	Gupta_et_al_MS_2024
G7173-MONOMER	1.842820217152594e-05	626.8898561999998	Gupta_et_al_MS_2024
G7174-MONOMER	2.5256634413035723e-05	457.40270934000006	Gupta_et_al_MS_2024
G7175-MONOMER	1.838224992590077e-05	628.4569656	Gupta_et_al_MS_2024
G7176-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7177-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7178-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7179-MONOMER	4.470392767483816e-05	258.42143208	Gupta_et_al_MS_2024
G7180-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7181-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7182-MONOMER	2.197209696702949e-05	525.7783554600001	Gupta_et_al_MS_2024
G7184-MONOMER	1.9725210584570904e-05	585.6694386000001	Gupta_et_al_MS_2024
G7185-MONOMER	2.09658303738682e-05	551.01337764	Gupta_et_al_MS_2024
G7186-MONOMER	3.525208250010009e-05	327.70980294	Gupta_et_al_MS_2024
G7187-MONOMER	1.8569455244467616e-05	622.1212661999998	Gupta_et_al_MS_2024
G7188-MONOMER	1.5711813272527853e-05	735.2717862000001	Gupta_et_al_MS_2024
G7189-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7190-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7191-MONOMER	2.417076016423934e-05	477.95157996	Gupta_et_al_MS_2024
G7192-MONOMER	2.0461715891398902e-05	564.58867236	Gupta_et_al_MS_2024
G7193-MONOMER	1.7881743185430375e-05	646.0473618	Gupta_et_al_MS_2024
G7194-MONOMER	1.876573856420795e-05	615.6140868	Gupta_et_al_MS_2024
G7196-MONOMER	1.7307552907620013e-05	667.4804387999999	Gupta_et_al_MS_2024
G7197-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7199-MONOMER	1.9079121169499152e-05	605.5023659999999	Gupta_et_al_MS_2024
G7200-MONOMER	3.8169901843751316e-05	302.65870362	Gupta_et_al_MS_2024
G7201-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7202-MONOMER	4.868016094228378e-05	237.31336926000003	Gupta_et_al_MS_2024
G7203-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7204-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7205-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7206-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7207-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7210-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7211-MONOMER	0.00010357256266704416	111.53970426	Gupta_et_al_MS_2024
G7212-MONOMER	1.5955237023800817e-05	724.0539888	Gupta_et_al_MS_2024
G7213-MONOMER	1.4193992649877562e-05	813.8973503999999	Gupta_et_al_MS_2024
G7214-MONOMER	3.9933796359783434e-05	289.2901267199999	Gupta_et_al_MS_2024
G7215-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7216-MONOMER	1.3472665744220391e-05	857.4734376	Gupta_et_al_MS_2024
G7217-MONOMER	1.4921943850375908e-05	774.1922316	Gupta_et_al_MS_2024
G7218-MONOMER	1.8311443509868135e-05	630.8870736000001	Gupta_et_al_MS_2024
G7219-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7220-MONOMER	2.217165741812211e-05	521.0459818800001	Gupta_et_al_MS_2024
G7221-MONOMER	3.0024905669548023e-05	384.76234152	Gupta_et_al_MS_2024
G7223-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7225-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7226-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7227-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7228-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7229-MONOMER	1.8449820083398043e-05	626.1553206000001	Gupta_et_al_MS_2024
G7230-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7231-MONOMER	7.630660076483858e-05	151.39519902	Gupta_et_al_MS_2024
G7232-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7233-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7234-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7236-MONOMER	6.182974164967663e-05	186.8429772	Gupta_et_al_MS_2024
G7237-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7238-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7239-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7240-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7242-MONOMER	2.2328965873969398e-05	517.3751921400001	Gupta_et_al_MS_2024
G7243-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7244-MONOMER	2.0704098195165026e-05	557.97904842	Gupta_et_al_MS_2024
G7245-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7246-MONOMER	8.157769143659425e-05	141.61289448	Gupta_et_al_MS_2024
G7247-MONOMER	8.851325399257246e-05	130.51664567999995	Gupta_et_al_MS_2024
G7248-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7250-MONOMER	3.1838020709848843e-05	362.85085416	Gupta_et_al_MS_2024
G7251-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7252-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7255-MONOMER	6.531811132713657e-05	176.86446798	Gupta_et_al_MS_2024
G7256-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7257-MONOMER	1.4107222125221478e-05	818.90346	Gupta_et_al_MS_2024
G7258-MONOMER	1.6106655097796455e-05	717.2471838	Gupta_et_al_MS_2024
G7260-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7261-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7262-MONOMER	1.8140470993175497e-05	636.8331347999999	Gupta_et_al_MS_2024
G7263-MONOMER	2.2529588392961355e-05	512.76804564	Gupta_et_al_MS_2024
G7265-MONOMER	1.7063292244230327e-05	677.0354069999999	Gupta_et_al_MS_2024
G7266-MONOMER	2.2594100338411646e-05	511.3039614899999	Gupta_et_al_MS_2024
G7267-MONOMER	1.2927855246989182e-05	893.609403	Gupta_et_al_MS_2024
G7268-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7269-MONOMER	1.896786843043591e-05	609.053835	Gupta_et_al_MS_2024
G7270-MONOMER	0.00017649160152551592	65.45610618	Gupta_et_al_MS_2024
G7271-MONOMER	1.6093999785771546e-05	717.811182	Gupta_et_al_MS_2024
G7272-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7273-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7274-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7275-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7276-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7277-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7278-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7279-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7280-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7281-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7282-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7283-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7284-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7285-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7286-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7287-MONOMER	1.5390203952716166e-05	750.6367716	Gupta_et_al_MS_2024
G7288-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7289-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7290-MONOMER	3.098786650706371e-05	372.80569175999995	Gupta_et_al_MS_2024
G7291-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7292-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7295-MONOMER	1.6294168263700414e-05	708.9931086	Gupta_et_al_MS_2024
G7296-MONOMER	3.890112879455074e-05	296.96960904	Gupta_et_al_MS_2024
G7297-MONOMER	2.3523404819362397e-05	491.10462954	Gupta_et_al_MS_2024
G7298-MONOMER	3.5649704683123754e-05	324.05466222	Gupta_et_al_MS_2024
G7307-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7308-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7310-MONOMER	1.5301079202310202e-05	755.0090328000001	Gupta_et_al_MS_2024
G7311-MONOMER	1.923446023618799e-05	600.6122796	Gupta_et_al_MS_2024
G7312-MONOMER	2.6079715276188833e-05	442.96699128	Gupta_et_al_MS_2024
G7313-MONOMER	1.77555726510369e-05	650.6381538000002	Gupta_et_al_MS_2024
G7314-MONOMER	2.6829022527954386e-05	430.59537474	Gupta_et_al_MS_2024
G7315-MONOMER	4.2142892179369e-05	274.12577571	Gupta_et_al_MS_2024
G7316-MONOMER	0.00010313536840654383	112.01252478	Gupta_et_al_MS_2024
G7317-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7318-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7319-MONOMER	1.78576892317448e-05	646.9175748	Gupta_et_al_MS_2024
G7320-MONOMER	2.2240469810841286e-05	519.4338567299999	Gupta_et_al_MS_2024
G7321-MONOMER	1.7472096284532462e-05	661.1944452	Gupta_et_al_MS_2024
G7322-MONOMER	3.23818843495809e-05	356.75666322	Gupta_et_al_MS_2024
G7323-MONOMER	1.3771601170434652e-05	838.8605556	Gupta_et_al_MS_2024
G7324-MONOMER	7.613932699468279e-05	151.72780565999997	Gupta_et_al_MS_2024
G7325-MONOMER	4.72685721054089e-05	244.4002959	Gupta_et_al_MS_2024
G7326-MONOMER	7.87955437565485e-05	146.61302478000002	Gupta_et_al_MS_2024
G7327-MONOMER	1.9321414364034872e-05	597.9092830200001	Gupta_et_al_MS_2024
G7328-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7329-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7331-MONOMER	0.0007005542677735485	16.490446979999994	Gupta_et_al_MS_2024
G7337-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7338-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7342-MONOMER	1.8459892899352296e-05	625.8136529999999	Gupta_et_al_MS_2024
G7343-MONOMER	1.9650848759677426e-05	587.8857015600001	Gupta_et_al_MS_2024
G7344-MONOMER	7.753674644879523e-05	148.99326498	Gupta_et_al_MS_2024
G7345-MONOMER	1.7586426202806602e-05	656.8959990000001	Gupta_et_al_MS_2024
G7346-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7347-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7348-MONOMER	1.834092643367222e-05	629.8729265999999	Gupta_et_al_MS_2024
G7349-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7350-MONOMER	1.4995442566729301e-05	770.397603	Gupta_et_al_MS_2024
G7352-MONOMER	1.542756258592234e-05	748.8190661999998	Gupta_et_al_MS_2024
G7354-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7355-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7356-MONOMER	2.463164165096287e-05	469.00865046	Gupta_et_al_MS_2024
G7357-MONOMER	3.837749082990418e-05	301.02158217	Gupta_et_al_MS_2024
G7358-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7359-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7360-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7361-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7362-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7363-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7364-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7365-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7366-MONOMER	3.7666958958998115e-05	306.6999123	Gupta_et_al_MS_2024
G7367-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7368-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7369-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7370-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7371-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7372-MONOMER	0.00013282920181430948	86.97223842	Gupta_et_al_MS_2024
G7373-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7377-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7378-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7379-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7380-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7381-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7382-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7384-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7385-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7394-MONOMER	0.00014340079132271513	80.56059456000001	Gupta_et_al_MS_2024
G7395-MONOMER	1.8168622065052518e-05	635.8464041999999	Gupta_et_al_MS_2024
G7396-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7397-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7398-MONOMER	2.5864928508146812e-05	446.64546456	Gupta_et_al_MS_2024
G7399-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7401-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7402-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7405-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7406-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7407-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7408-MONOMER	3.1160819988420656e-05	370.7364894	Gupta_et_al_MS_2024
G7409-MONOMER	1.561156424070534e-05	739.9933044	Gupta_et_al_MS_2024
G7410-MONOMER	5.336292132779844e-05	216.4883916	Gupta_et_al_MS_2024
G7413-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7414-MONOMER	2.2026685666997178e-05	524.4753198000001	Gupta_et_al_MS_2024
G7415-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7416-MONOMER	2.0781817607396384e-05	555.8923299	Gupta_et_al_MS_2024
G7417-MONOMER	7.047773862597089e-05	163.91634060000004	Gupta_et_al_MS_2024
G7418-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7419-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7420-MONOMER	2.8889189689446253e-05	399.8884404	Gupta_et_al_MS_2024
G7422-MONOMER	1.4133241580545971e-05	817.3958496	Gupta_et_al_MS_2024
G7423-MONOMER	1.6826139691361436e-05	686.5777427999999	Gupta_et_al_MS_2024
G7424-MONOMER	3.789306865449155e-05	304.86981972	Gupta_et_al_MS_2024
G7425-MONOMER	8.587448975465649e-05	134.5271808	Gupta_et_al_MS_2024
G7426-MONOMER	0.00011995781028836217	96.3043005	Gupta_et_al_MS_2024
G7427-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7428-MONOMER	4.560625363744532e-05	253.30852872	Gupta_et_al_MS_2024
G7429-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7430-MONOMER	4.051465402364811e-05	285.14258082000003	Gupta_et_al_MS_2024
G7431-MONOMER	1.4500114483569955e-05	796.7146068000001	Gupta_et_al_MS_2024
G7432-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7433-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7434-MONOMER	1.4515288521146272e-05	795.8817347999999	Gupta_et_al_MS_2024
G7435-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7436-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7439-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7440-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7442-MONOMER	2.148020594353539e-05	537.8185404600001	Gupta_et_al_MS_2024
G7443-MONOMER	2.648011454025285e-05	436.26899694	Gupta_et_al_MS_2024
G7444-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7446-MONOMER	2.2587329486551987e-05	511.45723164	Gupta_et_al_MS_2024
G7448-MONOMER	1.4327539590010272e-05	806.3110163999999	Gupta_et_al_MS_2024
G7449-MONOMER	1.6137389402501775e-05	715.8811578000001	Gupta_et_al_MS_2024
G7450-MONOMER	1.6300874553279252e-05	708.70142406	Gupta_et_al_MS_2024
G7451-MONOMER	2.5387996387899593e-05	455.03602698000003	Gupta_et_al_MS_2024
G7452-MONOMER	2.018420981716374e-05	572.3510166600001	Gupta_et_al_MS_2024
G7453-MONOMER	1.751615550793644e-05	659.5313112	Gupta_et_al_MS_2024
G7454-MONOMER	1.786478910282865e-05	646.66047513	Gupta_et_al_MS_2024
G7455-MONOMER	2.0164325319289484e-05	572.9154249599999	Gupta_et_al_MS_2024
G7456-MONOMER	1.8973389666081817e-05	608.8766009999999	Gupta_et_al_MS_2024
G7457-MONOMER	4.278848757180651e-05	269.98974876	Gupta_et_al_MS_2024
G7458-MONOMER	1.9740693544860296e-05	585.2100881399999	Gupta_et_al_MS_2024
G7459-MONOMER	2.1362000522854776e-05	540.7945289099999	Gupta_et_al_MS_2024
G7460-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7461-MONOMER	2.3717207675365772e-05	487.09161582	Gupta_et_al_MS_2024
G7462-MONOMER	1.7439731826747325e-05	662.4214823999998	Gupta_et_al_MS_2024
G7463-MONOMER	1.7959144336313225e-05	643.262997	Gupta_et_al_MS_2024
G7464-MONOMER	5.0027884984564385e-05	230.92027602000002	Gupta_et_al_MS_2024
G7466-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7467-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7468-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7469-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7471-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7472-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7473-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7480-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7483-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7484-MONOMER	1.9605242264061096e-05	589.2532647	Gupta_et_al_MS_2024
G7485-MONOMER	4.2526328366928706e-05	271.65413646	Gupta_et_al_MS_2024
G7486-MONOMER	3.0436369479664652e-05	379.56080856	Gupta_et_al_MS_2024
G7487-MONOMER	5.152913720156135e-05	224.19263424000002	Gupta_et_al_MS_2024
G7488-MONOMER	6.255879436051441e-05	184.66553148000003	Gupta_et_al_MS_2024
G7489-MONOMER	2.020641282067088e-05	571.72211178	Gupta_et_al_MS_2024
G7490-MONOMER	4.585702295769916e-05	251.92330997999997	Gupta_et_al_MS_2024
G7491-MONOMER	2.0314751932033293e-05	568.67310258	Gupta_et_al_MS_2024
G7492-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7493-MONOMER	2.6332802850399847e-05	438.70958496	Gupta_et_al_MS_2024
G7494-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7495-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7496-MONOMER	5.979069709120173e-05	193.2148908	Gupta_et_al_MS_2024
G7497-MONOMER	3.1761996848990075e-05	363.71935505999994	Gupta_et_al_MS_2024
G7498-MONOMER	2.4802242331620496e-05	465.7826036400001	Gupta_et_al_MS_2024
G7499-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7500-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7502-MONOMER	1.8451806390290432e-05	626.0879160000002	Gupta_et_al_MS_2024
G7504-MONOMER	2.0791323771903064e-05	555.6381660000001	Gupta_et_al_MS_2024
G7505-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7506-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7509-MONOMER	2.8578473409556565e-05	404.23618308000005	Gupta_et_al_MS_2024
G7510-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7511-MONOMER	1.9638297273557727e-05	588.2614387800002	Gupta_et_al_MS_2024
G7512-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7513-MONOMER	2.3773539282481787e-05	485.93744802000003	Gupta_et_al_MS_2024
G7514-MONOMER	3.24488702223286e-05	356.02019208	Gupta_et_al_MS_2024
G7516-MONOMER	6.895536004360454e-05	167.53524312	Gupta_et_al_MS_2024
G7517-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7518-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7520-MONOMER	1.925408834888737e-05	600.0	N_end_rule
